leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.1511221342657118,1,1,0,1,0.32925807380944955,"OPTIMAL",0.70203575598493118,0.40770289999999998
L1,"",0,0.1511221342657118,0.30224426853142361,1,1,0,1,0.38712457103872672,"OPTIMAL",0.44031013658541474,0.72263710000000003
L2,"",0,0.30224426853142361,0.45336640279713541,1,1,0,1,0.53589013956425946,"OPTIMAL",0.4999229740401625,1.0550094999999999
L3,"",0,0.45336640279713541,0.60448853706284722,1,0,1,0,0,"INFEASIBLE",0.28402308203284465,4.1200203999999996
L1.0,"L1",1,0.1511221342657118,0.22668320139856771,1,1,0,1,0.38712457103872988,"OPTIMAL",0.59307818078523611,4.4787138000000004
L1.1,"L1",1,0.22668320139856771,0.30224426853142361,1,1,0,1,0.46032907243140347,"OPTIMAL",0.45431076066779985,4.795382
L2.0,"L2",1,0.30224426853142361,0.37780533566427954,1,1,0,1,0.53589013956425946,"OPTIMAL",0.48789981982213909,472.07509629999998
L2.1,"L2",1,0.37780533566427954,0.45336640279713541,1,0,1,0,0,"INFEASIBLE",0.53840848798580343,472.41209880000002
L2.0.0,"L2.0",2,0.30224426853142361,0.34002480209785158,1,1,0,1,0.53589013956425957,"OPTIMAL",0.48367276418068378,472.73183369999998
L2.0.1,"L2.0",2,0.34002480209785158,0.37780533566427954,1,1,0,1,0.57367067313068809,"OPTIMAL",0.54718822591881,473.06974760000003
