leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.23749999999999999,1,0,1,0,0,"INFEASIBLE",0.13741228633595284,0.2086385
L1,"",0,0.23749999999999999,0.47499999999999998,1,1,0,1,2.258965497085816,"OPTIMAL",0.63415893164599524,0.58955639999999998
L2,"",0,0.47499999999999998,0.71249999999999991,1,1,0,1,1.9814255024217624,"OPTIMAL",0.72332263528527541,1.0087429999999999
L3,"",0,0.71249999999999991,0.94999999999999996,1,1,0,1,2.1976615213567423,"OPTIMAL",0.61734074544939277,1.3802757999999999
L2.0,"L2",1,0.47499999999999998,0.59375,1,1,0,1,1.9883255556665396,"OPTIMAL",0.63097434602861469,4.0375376999999997
L2.1,"L2",1,0.59375,0.71249999999999991,1,1,0,1,2.078911521356742,"OPTIMAL",0.58209217067961361,4.4045161999999998
L3.0,"L3",1,0.71249999999999991,0.83124999999999993,1,1,0,1,2.1976615213567419,"OPTIMAL",0.54004279129415012,136.1677598
L3.1,"L3",1,0.83124999999999993,0.94999999999999996,1,1,0,1,2.3164115213567422,"OPTIMAL",0.5276864895941894,136.48788149999999
L1.0,"L1",1,0.23749999999999999,0.35624999999999996,1,0,1,0,0,"INFEASIBLE",0.16986488869892968,137.1796114
L1.1,"L1",1,0.35624999999999996,0.47499999999999998,1,1,0,1,2.286031789431858,"OPTIMAL",0.58271034379410602,137.5181101
L1.1.0,"L1.1",2,0.35624999999999996,0.41562499999999997,1,0,1,0,0,"INFEASIBLE",0.20205521626781281,137.7492542
L1.1.1,"L1.1",2,0.41562499999999997,0.47499999999999998,1,1,0,1,2.2996366417514782,"OPTIMAL",0.68009873448722036,138.1311704
L1.1.1.0,"L1.1.1",3,0.41562499999999997,0.4453125,1,0,1,0,0,"INFEASIBLE",0.43982982714171998,138.4611146
L1.1.1.1,"L1.1.1",3,0.4453125,0.47499999999999998,1,1,0,1,2.306502150413376,"OPTIMAL",0.64253245640968837,138.82438429999999
L1.1.1.1.0,"L1.1.1.1",4,0.4453125,0.46015624999999999,1,0,1,0,0,"INFEASIBLE",0.67320700988728632,139.23650380000001
L1.1.1.1.1,"L1.1.1.1",4,0.46015624999999999,0.47499999999999998,1,1,0,1,2.3099349047443254,"OPTIMAL",0.73687932265144263,139.6293972
L1.1.1.1.1.0,"L1.1.1.1.1",5,0.46015624999999999,0.46757812499999996,1,0,1,0,0,"INFEASIBLE",0.57828311600461579,139.9654827
L1.1.1.1.1.1,"L1.1.1.1.1",5,0.46757812499999996,0.47499999999999998,1,1,0,1,2.3116512819098007,"OPTIMAL",0.73061048840755827,140.35778880000001
L1.1.1.1.1.1.0,"L1.1.1.1.1.1",6,0.46757812499999996,0.47128906249999997,1,1,0,1,2.3392688639122308,"OPTIMAL",0.77598112337642766,140.76399269999999
L1.1.1.1.1.1.1,"L1.1.1.1.1.1",6,0.47128906249999997,0.47499999999999998,1,1,0,1,2.3125094704925355,"OPTIMAL",0.64085923103821185,141.12052259999999
