run_id,algorithm,flow_variant,retained_event_sequence,callback_invocation_sequence,observation_time_seconds,scheduled_checkpoint_seconds,observation_age_seconds,fresh_observation,observation_source,callback_context,phase,native_deterministic_time,native_best_bound,native_incumbent,verified_same_run_ub,project_gap,native_cplex_gap,processed_nodes,open_nodes,native_solution_count,simplex_iterations,tree_memory_mb,gini_branch_count,ordinary_branch_count,current_open_gini_siblings,oldest_gini_sibling_delay_seconds,maximum_gini_sibling_delay_seconds,last_valid_lower_bound_improvement_time,first_incumbent_time,first_gini_branch_time,first_ordinary_branch_time,root_completion_time,model_rows,model_columns,model_nonzeros,executable_sha256,retention_trigger
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,1,1,0.017434999999999999,0,0.017434999999999999,true,cplex_generic_global_progress,global_progress,root_lp,1.6932973861694336,0,,0.019278051143257303,1,,0,1,,0,,0,0,0,,,0.017434999999999999,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,first_native_observation+heartbeat
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,2,3,0.49557800000000002,0.49557800000000002,0,true,cplex_generic_relaxation_read_only_progress,relaxation,root_cuts,938.70381736755371,0.0034605241095013485,,0.019278051143257303,0.82049409020726127,,0,1,,2604,,0,0,0,,,0.49557800000000002,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,3,4,0.73742059999999998,0.73742059999999998,0,true,cplex_generic_relaxation_read_only_progress,relaxation,root_cuts,1325.363187789917,0.0035025829913736227,,0.019278051143257303,0.81831239240182807,,0,1,,2909,,0,0,0,,,0.73742059999999998,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,4,5,0.90100760000000002,0.90100760000000002,0,true,cplex_generic_relaxation_read_only_progress,relaxation,root_cuts,1725.1966114044189,0.0035092078589144052,,0.019278051143257303,0.81796874420359722,,0,1,,3380,,0,0,0,,,0.90100760000000002,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,5,6,1.0801622,1,0.080162199999999961,true,cplex_generic_relaxation_read_only_progress,relaxation,root_cuts,2047.9765291213989,0.003661169820260947,,0.019278051143257303,0.81008610294399608,,0,1,,3863,,0,0,0,,,1.0801622,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change+heartbeat
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,6,7,1.2063789,1.2063789,0,true,cplex_generic_relaxation_read_only_progress,relaxation,root_cuts,2337.6921052932739,0.0036611698202610177,,0.019278051143257303,0.81008610294399241,,0,1,,4479,,0,0,0,,,1.2063789,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,7,9,2.3463335000000001,2,0.34633350000000007,true,cplex_generic_global_progress,global_progress,root_cuts,5019.0414400100708,0.0036611698202610177,,0.019278051143257303,0.81008610294399241,,0,1,,4479,,0,0,0,,,1.2063789,,,,,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,heartbeat
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,8,10,2.3991224999999998,2.3991224999999998,0,true,cplex_generic_relaxation_read_only_progress,relaxation,gini_branching,5078.5512590408325,0.0036611698202610177,,0.019278051143257303,0.81008610294399241,,1,2,,4499,,1,0,1,0.00098819999999966157,0.00098819999999966157,1.2063789,,2.3991224999999998,,2.3991224999999998,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,solver_phase_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,9,13,2.4656463,2.4656463,0,true,cplex_generic_global_progress,global_progress,gini_branching,5097.9652118682861,,,0.019278051143257303,,,5,0,,4550,,2,0,3,0.067511999999999794,0.067511999999999794,1.2063789,,2.3991224999999998,,2.3991224999999998,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,best_bound_change
stage4__moderate_seed4301__s0__900s__dense_on,S0,round20-current,10,14,2.4673096999999999,2.4673096999999999,0,true,solver_final_native_api,finalization,finalization,,,,0.019278051143257303,,,5,0,0,4550,,2,0,0,,,1.2063789,,2.3991224999999998,,2.3991224999999998,11911,3374,67111,b3fecef84dce8d6a2323d25a7877d5f16d14aa5f1fb644ae642bf636a229ee62,solver_final
