leaf_id,attempt,new_leaf,same_leaf_retained,fresh_restart,child_restart,reset_called,model_modified,retained_state_classification,continuation_claimed,continuation_evidence,presolve_rerun,root_relaxation_rerun,incumbent_state_reused,model_fingerprint_match,native_log_path
L0,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L0_attempt_0.cplex.log
L1,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L1_attempt_0.cplex.log
L2,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2_attempt_0.cplex.log
L3,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L3_attempt_0.cplex.log
L2,1,0,0,1,0,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2_attempt_1.cplex.log
L2.0,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2.0_attempt_0.cplex.log
L2.1,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2.1_attempt_0.cplex.log
L2.1,1,0,0,1,0,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2.1_attempt_1.cplex.log
L2.1.0,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2.1.0_attempt_0.cplex.log
L2.1.1,0,1,0,1,1,0,0,not_applicable,0,0,0,0,0,1,E:\codes\ExactEBRP\results\gf_solver_backend_validation_round25\runs\stage1__V12_M2__ext_cpx__900s\external\native_logs\L2.1.1_attempt_0.cplex.log
