file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
results\gf_tailored_bc_callback_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_tailored_bc_callback_round\raw\gini-subset-envelope-test.json,gini-subset-envelope-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\interval_callback_smoke.json,interval-cutoff-oracle,paper-gf-tailored-bc,interval_feasible_improving_ub,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\low-gini-l1-centering-test.json,low-gini-l1-centering-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\option_consistency_test.json,option-consistency-test,custom,diagnostic_complete,False,True,unknown_not_paper,True,
results\gf_tailored_bc_callback_round\raw\s-bucket-coverage-test.json,s-bucket-coverage-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\smoke_paper_gf_tailored_bc_20s.json,gcap-frontier,paper-gf-tailored-bc,optimal,True,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\tailored-bc-callback-smoke-test.json,tailored-bc-callback-smoke-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
results\gf_tailored_bc_callback_round\raw\transfer-cutset-validity-test.json,transfer-cutset-validity-test,paper-gf-tailored-bc,diagnostic_passed,False,True,one_thread_fair,True,
