leaf_id,attempt,candidate_available,mapping_complete,submitted,status,mapping_seconds
L0,0,0,0,0,not_requested,0
L1,0,0,0,0,not_requested,0
L2,0,0,0,0,not_requested,0
L1,1,0,0,0,not_requested,0
L1.0,0,0,0,0,not_requested,0
L1.1,0,0,0,0,not_requested,0
L1.0,1,0,0,0,not_requested,0
L1.0.0,0,0,0,0,not_requested,0
L1.0.1,0,0,0,0,not_requested,0
L1.0.1,1,0,0,0,not_requested,0
L1.0.1.0,0,0,0,0,not_requested,0
L1.0.1.1,0,0,0,0,not_requested,0
L1.0.1.1,1,0,0,0,not_requested,0
L1.0.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0,1,0,0,0,not_requested,0
L1.0.1.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.0.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.0,2,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0.1,1,0,0,0,not_requested,0
L1.0.1.1.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.0,2,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.1,2,0,0,0,not_requested,0
L1.0.1.1.1.0.0.1.1,3,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.0.1,2,0,0,0,not_requested,0
L1.0.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.0.1.1.1,2,0,0,0,not_requested,0
L1.0.1.1.0.0,0,0,0,0,not_requested,0
L1.0.1.1.0.1,0,0,0,0,not_requested,0
L1.0.1.1.0.0,1,0,0,0,not_requested,0
L1.0.1.1.0.1,1,0,0,0,not_requested,0
L1.0.1.1.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.1.0.0,0,0,0,0,not_requested,0
L1.0.1.1.1.1.0.1,0,0,0,0,not_requested,0
L1.0.1.1.1.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.1.0.0,1,0,0,0,not_requested,0
L1.0.1.1.1.1.0.1,1,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1,1,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1.0,0,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1.1,0,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1.0,1,0,0,0,not_requested,0
L1.0.1.1.1.1.1.1.1,1,0,0,0,not_requested,0
