event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.075999975204467773,0.14181200353977119,false,1e+100,true,-6.9388939039072284e-18,0,0,0,3,1,MIP
1,0.085000038146972656,0.15057420373970873,true,5.0416018959626916,true,-6.9388939039072284e-18,0,0,4.9406564584124654e-324,3,1,MIP
2,0.13499999046325684,0.27682401962940334,true,5.0416018959626916,true,0.86607013264238297,0,0,4.9406564584124654e-324,3,1,MIP
3,0.16200017929077148,0.32495524563113065,true,5.0416018959626916,true,0.87019553159843988,0,0,4.9406564584124654e-324,3,1,MIP
4,0.24000000953674316,0.44491331033876091,true,5.0175677122738831,true,0.87019553159843988,0,0,9.8813129168249309e-324,3,1,MIP
5,0.32800006866455078,0.65277521693149498,true,5.0175677122738831,true,0.96852297568701751,0,0,9.8813129168249309e-324,3,1,MIP
6,0.35500001907348633,0.68155332376837197,true,4.9219341804691972,true,0.96852297568701751,0,0,1.9762625833649862e-323,3,1,MIP
7,0.38300013542175293,0.74793807587004568,true,4.9219341804691972,true,0.97548527369752813,0,0,1.9762625833649862e-323,3,1,MIP
8,0.5,0.98528850456675154,true,4.9219341804691972,true,0.98732250567252877,0,0,1.9762625833649862e-323,3,1,MIP
9,0.51400017738342285,1.0022811194137022,true,4.9180474468982602,true,0.98732250567252877,0,0,2.4703282292062327e-323,3,1,MIP
10,0.5280001163482666,1.030594332131592,true,4.9180474468982602,true,0.98919302998017233,0,0,2.4703282292062327e-323,3,1,MIP
11,0.63499999046325684,1.1834059226614773,true,4.9180474468982602,true,0.98919302998017233,0,0,2.4703282292062327e-323,3,1,MIP
12,0.67100000381469727,1.2690466360498156,true,4.9180474468982602,true,0.99467883583816685,0,0,2.4703282292062327e-323,3,1,MIP
13,0.7070000171661377,1.3276662964836645,true,4.9180474468982602,true,0.99599564582446853,0,0,2.4703282292062327e-323,3,1,MIP
14,0.8190000057220459,1.4855083623608576,true,4.9180474468982602,true,0.99599564582446853,0,0,2.4703282292062327e-323,3,1,MIP
15,0.8600001335144043,1.5831002933353508,true,4.9180474468982602,true,0.99847730870179241,0,0,2.4703282292062327e-323,3,1,MIP
16,0.9030001163482666,1.6232652653824486,true,2.58161929414391,true,0.99847730870179263,0,0,5.9287877500949585e-323,3,1,MIP
17,0.91900014877319336,1.6573345269594149,true,2.58161929414391,true,0.99956711323712966,0,0,5.9287877500949585e-323,3,1,MIP
18,1.0039999485015869,1.7942569663212236,true,2.58161929414391,true,1.0002755639438299,0,0,5.9287877500949585e-323,3,1,MIP
19,1.0240001678466797,1.8166338361433045,true,2.5223934703861364,true,1.0008620297716544,0,0,6.9169190417774516e-323,3,1,MIP
20,1.0450000762939453,1.8676646232649348,true,2.5223934703861364,true,1.000969985191223,0,0,6.9169190417774516e-323,3,1,MIP
21,1.1349999904632568,2.0193352926405841,true,2.5223934703861364,true,1.0022396697041436,0,0,6.9169190417774516e-323,3,1,MIP
22,1.1840000152587891,2.0691868471688242,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
23,1.2910001277923584,2.2628069633172454,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
24,1.3919999599456787,2.4021021674679726,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
25,1.5060000419616699,2.5804539512745248,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
26,1.6460001468658447,2.8257255949736231,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
27,1.7480001449584961,2.9699110808238829,true,2.514970928273045,true,1.0044499220884493,0,0,8.8931816251424378e-323,3,1,MIP
28,1.9200000762939453,3.2764708410562138,true,2.4082576043293771,true,1.0045752290660264,0,0,1.284570679187241e-322,3,1,MIP
29,2.0399999618530273,3.3950945183435746,true,2.376287715908699,true,1.0045752290660264,0,2,1.6798231958602383e-322,3,1,MIP
