charged,number,id,stage,arm,cap,wall,returncode,watchdog,within_budget,exe_sha256,performance_eligible,performance_exclusion_reason,status,objective,lower_bound,upper_bound,gap,strict_certified_original_problem,round62_external_stop_requested,round62_external_certificate,round62_control_upper_bound,round62_archive_upper_bound,round62_archive_construction_seconds,external_gini_tree_optimize_count,external_gini_tree_lp_optimize_count,round62_archive_evidence_persisted,external_gini_tree_backend_parameter_roundtrip_valid,external_gini_tree_partial_mip_optimize_count,external_gini_tree_terminal_mip_optimize_count,external_gini_tree_final_leaf_count,external_gini_tree_open_leaf_count,external_gini_tree_split_count,external_gini_tree_cumulative_work,external_gini_tree_model_build_seconds,absolute_gap,gap_source,scope,fixed_interval_certificate,native_status,work,nodes,model_build_seconds,root_relaxation_bound,final_root_cut_bound,root_work,root_time_seconds,rows,columns,nonzeros
False,,D3,preflight_v1,off,120,0.20300000021234155,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,explicit,120,0.10900000017136335,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v1,simple,120,0.10899999970570207,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,off,120,0.0940000000409782,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,explicit,120,0.11000000033527613,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v1,simple,120,0.11000000033527613,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,off,120,0.3899999996647239,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,explicit,120,0.4380000000819564,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D6,preflight_v1,simple,120,0.42200000025331974,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,off,120,1.2809999999590218,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,explicit,120,1.4219999997876585,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_v1,simple,120,1.3909999998286366,0,False,True,04038c73384bfc40c40318df80f65534c7392f278da34f34a2167a21b1b3e3ae,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,1,micro,micro_v1,explicit-flow-projection,120,0.375,0,False,True,451cad6eb5b26470e4fc94f6b9faad6f5be8736fd6d95fa91a71052aac92a29f,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,2,D3,strength_v1,F0-explicit-simple-closure,120,1.3279999997466803,0,False,True,451cad6eb5b26470e4fc94f6b9faad6f5be8736fd6d95fa91a71052aac92a29f,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
